,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
337,10653,2850,1.0,1,800,7,3.0,12,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
338,10587,2123,1.0,1,720,6,58.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
345,1189,2250,1.0,0,700,9,1.0,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
360,8860,4995,2.0,2,1400,2,6.0,96,1,0,1,1,0,0,0,1,DUMBO,Brooklyn
365,3194,2600,0.0,1,469,1,39.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
366,10238,5300,2.0,2,1211,9,6.0,0,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
370,11053,3786,2.0,1,958,3,6.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
371,8870,5300,2.0,1,1020,6,3.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
372,5046,2900,3.0,1,1500,1,2.0,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
373,5637,2975,1.0,1,701,10,4.0,6,1,0,0,1,0,0,0,0,Clinton Hill,Brooklyn
376,7844,1500,1.0,1,600,6,3.0,85,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
379,7834,4000,1.5,1,828,5,26.0,6,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
389,410,2200,0.0,1,400,5,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
390,9119,6300,2.0,2,1217,0,6.0,116,0,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
394,4892,2400,0.0,1,450,7,2.0,15,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
395,28,2350,1.0,1,550,2,2.0,88,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
400,10374,5145,2.0,2,1106,1,21.0,17,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
419,7360,2900,0.0,1,582,1,4.0,10,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
423,9782,1400,1.0,0,650,7,11.0,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
425,9831,2900,3.0,2,1335,5,4.0,9,0,0,0,1,1,1,0,0,Gravesend,Brooklyn
428,7586,1995,1.0,1,1000,2,5.0,83,0,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
436,8103,2650,2.0,1,800,2,3.0,106,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
437,1442,2300,1.0,1,1000,7,1.0,107,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
442,3488,5000,2.0,2,1124,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
448,1405,5195,2.0,2,1085,6,4.0,8,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
459,3525,3600,0.0,1,1088,5,8.0,90,0,1,1,0,1,1,0,1,Downtown Brooklyn,Brooklyn
460,1069,4850,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
461,5422,3500,3.0,1,914,5,1.0,85,0,0,1,0,0,0,0,0,Crown Heights,Brooklyn
465,3845,3800,2.0,2,863,5,6.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
469,2054,2575,0.0,1,503,1,41.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
470,6427,3000,2.0,1,1400,1,2.0,117,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
476,10257,2200,0.0,1,522,11,4.0,88,0,0,0,0,0,1,0,0,Carroll Gardens,Brooklyn
483,11207,2428,2.0,1,1092,5,13.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
488,9572,1600,0.0,1,550,6,3.0,81,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
497,2050,4488,2.0,2,930,3,4.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
517,9207,4950,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
522,6256,3495,0.0,1,815,6,4.0,88,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
524,8446,1950,0.0,1,431,3,6.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
526,9288,3500,1.0,1,751,4,3.0,5,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
532,6043,2650,2.0,2,1073,7,4.0,96,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
533,10258,5050,2.0,2,1071,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
541,11343,2200,2.0,1,1200,3,4.0,103,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
545,7784,2150,2.0,1,900,5,3.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
549,9306,15750,3.0,3,3056,4,6.0,96,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
557,7846,4215,2.0,2,976,1,23.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
562,10873,2348,1.0,1,760,1,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
563,6714,1581,0.0,1,513,5,12.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
568,8220,2850,3.0,2,1500,7,2.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
573,4250,3171,1.0,1,711,1,29.0,9,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
584,6353,3300,2.0,1,795,2,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
605,7296,3225,2.0,1,1200,3,6.0,87,1,0,0,0,0,0,0,0,Windsor Terrace,Brooklyn
610,10592,3000,2.0,1,700,1,3.0,108,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
615,6294,1675,1.0,1,805,4,4.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
623,3843,2225,0.0,1,536,5,1.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
631,3151,5800,1.0,1,1293,5,10.0,100,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
639,5286,1550,1.0,1,625,7,9.0,94,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
641,8157,5346,2.0,1,842,5,6.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
651,2282,3155,1.0,1,677,1,29.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
658,6037,2400,2.0,1,700,1,1.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
673,8853,2250,1.0,1,611,2,9.0,9,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
674,8771,2500,0.0,1,634,6,3.0,11,0,0,1,1,1,1,0,0,Downtown Brooklyn,Brooklyn
687,5642,1500,0.0,0,400,2,1.0,103,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
689,6134,11000,4.0,3,3243,2,29.0,89,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
699,3551,3800,2.0,1,1312,12,1.0,9,1,0,0,1,1,1,0,0,Clinton Hill,Brooklyn
701,844,2395,3.0,1,1000,2,3.0,101,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
703,6986,2395,3.0,1,950,4,3.0,109,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
707,3155,3200,3.0,1,1000,2,3.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
724,4807,4550,2.0,1,1200,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
726,7660,4615,2.0,2,922,1,16.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
727,591,2850,2.0,1,850,1,3.0,13,1,0,0,0,0,1,0,0,Bedford-Stuyvesant,Brooklyn
735,4106,2800,4.0,1,1000,6,1.0,110,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
737,10918,3000,1.0,1,731,5,6.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
747,1681,3900,2.0,2,914,3,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
749,7506,2814,0.0,1,615,8,5.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
754,1898,5299,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
755,1361,1550,1.0,1,650,3,2.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
762,6177,2200,1.0,1,475,1,3.0,85,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
777,4284,6875,3.0,2,1200,3,6.0,1,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
782,8921,2978,1.0,1,657,2,33.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
784,4485,5550,2.0,2,1132,1,47.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
788,6860,1400,0.0,1,550,5,5.0,63,1,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
793,10511,3875,2.0,2,1100,7,12.0,6,1,1,0,0,1,1,0,1,Downtown Brooklyn,Brooklyn
797,6958,1650,1.0,1,800,3,3.0,85,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
799,10119,4800,2.0,2,1208,6,16.0,11,1,0,1,0,0,0,1,0,Downtown Brooklyn,Brooklyn
803,5789,1750,1.0,1,500,2,3.0,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
816,75,3305,0.0,1,515,3,6.0,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
820,9192,3300,2.0,1,743,12,3.0,9,1,1,0,1,1,1,0,1,Clinton Hill,Brooklyn
821,5179,4695,2.0,2,862,5,3.0,8,1,1,0,0,0,0,0,0,Williamsburg,Brooklyn
833,9058,2200,1.0,1,750,5,5.0,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
836,5091,3070,1.0,1,613,9,10.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
839,5853,3445,1.0,1,617,6,4.0,92,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
843,9687,2250,2.0,1,733,3,4.0,100,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
848,7347,1775,1.0,1,750,10,4.0,65,0,0,0,0,0,0,0,0,Kensington,Brooklyn
850,2626,4675,2.0,2,1098,3,2.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
859,2691,3795,2.0,1,770,3,8.0,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
860,6003,5000,2.0,2,1124,4,4.0,10,0,1,1,0,1,0,0,0,DUMBO,Brooklyn
862,8966,4695,2.0,2,1100,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Brooklyn
865,7913,3348,0.0,1,426,5,16.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
868,6620,2395,3.0,1,950,4,1.0,109,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
871,7612,2970,1.0,1,677,1,15.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
872,2679,2840,0.0,1,505,1,44.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
883,6768,3000,1.0,1,930,2,2.0,11,0,0,1,0,0,1,0,0,Williamsburg,Brooklyn
891,3406,3461,1.0,1,725,2,23.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
902,8116,2450,1.0,1,750,1,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
905,4298,2599,2.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
915,62,2100,1.0,1,900,7,1.0,13,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
917,6732,1950,0.0,1,521,2,2.0,2,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
919,10788,3900,1.0,1,865,10,6.0,116,0,0,1,0,1,1,0,0,Williamsburg,Brooklyn
931,10850,2300,2.0,1,1000,7,6.0,55,0,1,0,1,0,1,0,0,Bay Ridge,Brooklyn
932,2690,2300,1.0,1,750,4,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
934,7383,3000,3.0,1,1000,14,1.0,96,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
935,6544,2400,2.0,1,700,4,4.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
939,4639,1350,1.0,1,750,7,9.0,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
943,10629,3400,3.0,2,1500,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
950,9672,2150,1.0,1,650,5,2.0,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
956,470,2575,0.0,1,725,2,4.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
962,5941,2995,1.0,1,765,9,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
967,9601,6000,3.0,2,1798,1,13.0,88,0,0,1,0,0,1,0,0,Downtown Brooklyn,Brooklyn
976,5135,2850,3.0,2,1500,7,2.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
980,9435,1325,0.0,1,300,1,3.0,85,0,0,0,0,0,0,0,0,Sunset Park,Brooklyn
987,11061,2650,1.0,1,600,7,2.0,117,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
989,3096,4595,3.0,1,1000,7,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
995,9747,2799,1.0,1,700,6,2.0,11,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
1001,9067,2200,2.0,1,800,3,2.0,115,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1002,8078,3800,1.0,1,1000,3,4.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1006,6169,4361,3.0,1,914,3,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1008,5034,1900,2.0,1,900,4,1.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1014,7500,3200,1.0,1,796,2,2.0,96,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
1020,1151,3300,2.0,1,1300,3,2.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1029,9801,2650,1.0,1,750,1,2.0,92,1,0,1,0,1,0,0,0,Brooklyn Heights,Brooklyn
1036,189,4299,1.0,1,901,6,10.0,88,0,1,0,1,1,0,0,1,Brooklyn Heights,Brooklyn
1037,2590,2400,3.0,1,900,3,4.0,102,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
1041,402,2640,0.0,1,472,6,5.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1046,8119,2300,0.0,1,550,2,4.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
1049,6987,2400,0.0,1,500,6,12.0,7,0,1,1,1,1,1,0,1,Downtown Brooklyn,Brooklyn
1055,3543,2300,0.0,1,550,7,5.0,6,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1060,3656,2950,1.0,1,660,14,4.0,96,1,0,0,0,0,1,0,0,Columbia St Waterfront District,Brooklyn
1062,10845,2300,3.0,1,850,7,1.0,92,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
1069,3805,2600,1.0,1,655,5,2.0,5,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
1070,1268,3385,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
1083,6298,1800,1.0,1,779,8,4.0,86,1,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
1085,7277,4500,2.0,1,1571,5,6.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1086,3111,4595,2.0,2,1088,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Brooklyn
1088,480,2760,1.0,1,405,4,4.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1107,7967,2530,1.0,1,701,10,6.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
1111,8122,2495,3.0,1,900,1,3.0,9,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1112,9321,3495,1.0,1,882,5,3.0,6,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
1117,3520,3850,2.0,2,1127,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1120,10853,13500,4.0,3,2364,6,5.0,8,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
1122,8284,4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1124,5896,2500,0.0,1,525,7,3.0,66,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
1125,4972,3500,2.0,1,1000,11,3.0,116,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1130,2773,4195,2.0,2,886,8,2.0,3,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1133,9208,9400,3.0,2,1274,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1134,2864,2550,2.0,1,790,2,2.0,9,1,0,1,1,1,0,0,1,Bushwick,Brooklyn
1142,4524,5100,2.0,2,1123,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1145,3050,3369,1.0,1,717,4,9.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1153,216,2775,2.0,1,675,2,3.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1157,1033,3029,1.0,1,655,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1168,3715,4800,3.0,2,1500,7,1.0,106,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
1170,4904,5295,2.0,2,1254,1,19.0,10,0,0,0,0,0,0,1,1,DUMBO,Brooklyn
1176,1945,2395,1.0,1,700,6,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
1180,9125,2995,1.0,2,1000,4,4.0,3,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1182,9802,5250,3.0,2,1300,4,7.0,7,1,1,1,0,0,1,0,0,Clinton Hill,Brooklyn
1186,7117,2975,0.0,1,605,5,23.0,6,0,0,0,0,1,1,0,1,Williamsburg,Brooklyn
1190,11244,4795,3.0,1,1100,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1200,7349,2450,2.0,1,1000,7,2.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
1202,10394,4500,3.0,1,1000,4,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1203,7196,2650,2.0,1,777,4,1.0,15,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
1204,7813,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1205,3372,3100,3.0,1,710,9,2.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1211,3658,3370,1.0,1,677,1,20.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1217,5078,1832,1.0,1,690,5,11.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
1220,2030,6500,1.0,1,1000,8,2.0,51,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1230,5681,2780,0.0,1,520,5,2.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1246,6501,3067,2.0,1,775,9,3.0,106,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
1255,10672,1600,0.0,1,500,6,10.0,54,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
1256,8922,2650,0.0,1,516,2,12.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
1257,8680,3375,1.0,1,750,1,40.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1261,1363,2850,1.0,1,825,12,3.0,9,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
1264,4886,3994,2.0,1,800,7,3.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1266,7756,3875,2.0,3,1274,5,4.0,11,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
1267,9205,3600,1.0,1,1100,4,4.0,96,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
